družba

Grands Express Aeriens

Pacific Air Transport

Fokker

Grands Express Aeriens

Qantas

Varney Air Lines

Deutsche Lufthansa

US Aerial Mail Service

Air Union

Deutsche Lufthansa

KLM Royal Dutch Airlines

Colonial Air Transport

Reynolds Airways

Private

Deutsche Lufthansa

Lignes Aeriennes Latecoere

Colonial Air Transport

CIDNA

Aero O-Y

National Air Transport

Aeropostale

Latecoere Airlines

Colonial Western Airlines

Aeropostale

Aeropostale

Aeropostale

Aeropostale

Boeing Air Transport

Air Union

Boeing Air Transport

Iberia Airlines

Aeropostale

Ford Air Freight Inc.

Deutsche Lufthansa

Deutsche Lufthansa

National Air Transport

Aero O-Y

Imperial Airways

KLM Royal Dutch Airlines

British Columbia Airways

CIDNA

Qantas

National Parks Airways

Deutsche Lufthansa

Aeropostale

National Air Transport

Air Union

Aeropostale

Universal Airlines

Continental Air Lines

National Air Transport

Sunbeam Air Transport Co.

Syndicato Condor

Spokane Airways

Deutsche Lufthansa

National Air Transport

Interstate Airlines

CIDNA

Colonial Air Transport

Varney Air Lines

Aeroespresso

Aeropostale

Skyline Transportation Company

Colonial Western Airlines

New Standard Airlines

Maddux Airlines / Military - U.S.Army Air Force

Mexicana

MALERT

Aeropostale

Pan American Airways

Aeropostale

Imperial Airways

Northwest Orient Airlines

Bodensee Aerolloyd

Continental Air Lines

Middle States Airlines

Ukvozduchput

Deutsche Lufthansa

Associated Aviators

Trans Continental Air Transport

Imperial Airways

Aeropostale

Skyways

Colonial Air Transport

Aeropostale

Pickwick Airways

Imperial Airways

Continental Air Lines

Bremerton-Seattle Air Taxi / Gorst Air Lines

Corp. Aeronautica de Transportes

Deutsche Lufthansa

Air Union

S.A.M. Società Aerea Mediterranea

Varney Air Lines

National Air Transport

Deutsche Lufthansa

Trans Continental Air Transport

Boeing Air Transport

Air Orient

Maddux Airlines

Aeropostale

Central  Airlines (Universal Aviation Corporation)

Colonial Air Transport

Air Union

Canadian Colonial Airways

Aeropostale

Colonial Air Transport

Deutsche Lufthansa

Cross Airways

Walcot Air Line

Ceskoslovenske Aerolinie

Sabena

Western Canada Airways

Military - British Air Ministry

Deutsche Lufthansa

Aeropostale

Wings Ltd

Alaska-Washington Airways

Imperial Airways

Embry Riddle Company

Syndicato Condor

Pacific Air Transport

China National Aviation Corporation

Sabena

Varney Air Lines

Dominion Air Lines

Western Canada Airways

Aeropostale

Australian National Airways

Trans Continental and Western Air

Deutsche Lufthansa

Pacific Air Transport

Guiena Airways

National Air Transport

Air Orient

Rubner Flying Service

Deutsche Lufthansa

Braniff Airlines

Australian Aerial Services

American Airways

CIDNA

American Airways

Chicago-Detroit Airways

CIDNA

Pacific Air Transport

Deutsche Lufthansa

Syndicato Condor

"NY, Phil., Washington AW"

Union Airways

Boeing Air Transport

China National Aviation Corporation

Varney Air Lines

Braniff Airways

KLM Royal Dutch Airlines

Aeropostale

American Airways

Northwest Airways

Century Pacific Lines

Bimini Airways

Boeing Air Transport

Transamerican Airlines

Aeropostale

Century Air Lines

American Airways

Trans Continental and Western Air

Air Orient

National Air Transport

Transamerica Airlines

Pacific Air Transport

Varney Air Lines

Panagra

Air Orient

A B Aerotransport

American Airways

Air Union

New England Airways

Aeropostale

Lloyd Aero Boliviano

Deutsche Lufthansa

Deutsche Lufthansa

Hunter Airways

Trans Continental and Western Air

Boeing Air Transport

Guinea Airways

Aeropostale

Eastern Air Transport

American Airways

American Airways

Pacific Air Transport

Pan American Grace Airways

Varney Airlines

Imperial Airways

Deutsche Lufthansa

Military - U.S. Navy

Air Orient

Eurasia

Aeropostale - La Tecoere Company

Eastern Air Transport

Palwaukee

Societa Anonima Aero Expresso Italiana

Trans Continental and Western Air

Aeroput

United Air Lines

Air France

United Air Lines

Trans Continental and Western Air

China National Aviation Corporation

Kalinin

National Air Transport

Deutsche Lufthansa

Union Airways

Imperial Airways

Air France

Air France

Boeing Aircraft Company

Air France

American Airways

Pan American Airways (Scadta)

Pan American Grace Airlines

China National Aviation Corporation

Air France

Air France

American Airways

Panagra

Deutsche Lufthansa

Aerevias Centrales Air Service

United Air Services

Swissair

Air France

China National Aviation Corporation

Rapid Air Transport

Hillman's Airways

Qantas

Holymans Airways

Holdens Air Transport Service

Qantas

Rapid Air Transport

Deutsche Lufthansa

Braniff Airlines

Cubana de Aviacion

KLM Royal Dutch Airlines

American Airlines

Aeroflot

Indian Air Force

Trans Continental and Western Air

Deruluft

Deruluft

Misrair

Deutsche Lufthansa

Air France

KLM Royal Dutch Airlines

Varney Air Lines

Trans Continental and Western Air

Gor'ky Eskadril'ya

Knowles Flying Service of Detroit

Wyoming Air Service

Chicago and Southern Airlines

?

Servicio Aereo Columbiano / SCADTA

KLM Royal Dutch Airlines

Wedell-Williams Air Service Corporation

KLM Royal Dutch Airlines

Jersey Airways

Fuerza Aerea Colombiana

Ala Littoria

China National Aviation Corporation

Delta Air Lines

Private

Aero Mayflower Transit Co

Western Air Express

Panama Airways

Holyman Airways

United Air Lines

Aero O-Y

Chamberlin Flying Service

United Air Lines

Air France

Braniff Airlines

Imperial Airways

Air France

Air Bleu

Sabena

Deutsche Lufthansa

Imperial Airways

Military - Fuerza Aerea Colombiana

American Airlines

Lloyd Aereo Boliviano

Air France

American Airlines

Air France

Deutsche Lufthansa

China National Aviation Corporation

Lan Chile

Mexicana

American Airlines

Trans Continental and Western Air

Pan American Airways

Avio Linee Italiane

Deutsche Lufthansa

Sabena

Swissair

Holymans Airways

A B Aerotransport

Deutsche Lufthansa

Den Norske Luftfartskole

Aeroput

Aeroflot

Guernsey Airways

Air France

Mexicana

Chicago Southern Airlines

SCADTA

British Airways

Imperial Airways

Pittsburgh Skyways Inc.

Imperial Airways

Varney Air Lines

Ala Littoria SA

Blue Bird Air Service

Mexicana

North Sea Aerial and General Transport

Deutsche Lufthansa

Deutsche Lufthansa

British Airways

Deutsche Lufthansa

Deruluft

Air France

KLM Royal Dutch Airlines

Western Air Express

Northwest Orient Airlines

Eastern Air Lines

Braniff Airways

China National Aviation Corporation

United Air Lines

Mexicana

Western Air Express

Sabena

United Air Lines

Airlines of Australia

Deutsche Lufthansa

Imperial Airways

Trans Continental and Western Air

Deutsche Lufthansa

Deutsche Zeppelin Reederei

Deutsche Lufthansa

Linea Aerea Nacional de Chile

Private - Purdue Reasearch Foundation

KLM Royal Dutch Airlines

Ala Littoria

Pan American Grace Airways

Aeroflot

China National Aviation Corporation

Eastern Air Lines

Pan American Grace Airways

Guinea Airways

Imperial Airways

KLM Royal Dutch Airlines

United Air Lines

Air France

LOT

Deutsche Lufthansa

Sabena

Deutsche Lufthansa

Ala Littoria

Imperial Airways

Imperial Airways

Air France

Air France

Lufthansa

Northwest Orient Airlines

Pan American World Airways

General Airways

Military - U.S. Navy / Military - U.S. Navy

TsAGI

Mexicana

Air France

Ala Littoria SA

Deutsche Lufthansa

Trans Continental and Western Air

Air France

Australian National Airways

Air France

Ala Littoria

Lineas Aéreas Mineras

United Airways of New Zealand

Northwest Orient Airlines

Cruzeiro do Sul

United Air Lines

Ginger Coote Airways

Deutsche Lufthansa

Wilson Airways

Pan American Grace Airways

Northwest Orient Airlines

Ala Littoria

Panagra

LOT Polish Airlines

Imperial Airways

Pan American World Airways

Magyar Legiforagalmi

Dai Nippon

Mexicana

CSA Czech Airlines

Syndicato Condor

LOT Polish Airlines

Macchi

China National Aviation Corporation

Japan Air / Japan Flying School

Transcontinental &Western Air

North Queensland Airways

Deutsche Lufthansa

Deutsche Lufthansa

Sabena

Australian National Airways

British Airways

Jersey Airways

KLM Royal Dutch Airlines

Trans Canada Air Lines

Deutsche Lufthansa

Imperial Airways

United Air Lines

Mexicana

Japan Aviation Corporation

KLM Royal Dutch Airlines

Qantas

Swissair

Syndicato Condor

Northwest Orient Airlines

Guinea Airways

Imperial Airways

Marine Airways

Deutsche Lufthansa

Sabena

Deutsche Lufthansa

Boeing Aircraft Company

Braniff Airlines

Air France

Imperial Airways

Air France

Military - Ecuadorian Air Force

KLM Royal Duch Airlines

KLM Royal Dutch Airlines

 British American Air Services

Swissair

Deutsche Lufthansa

Pan American World Airways

British Airways

Indian National Airways

Deutsche Lufthansa

KLM Royal Dutch Airlines

Scarta

British Airways

Iberia Airlines

British Airways

Linee Aeree Italiane

KNILM

Ala Littoria SA

SCADTA

Imperial Airways

Ala Littoria

British Overseas Airways

Douglas Aircraft Company

Aero O-Y

Air France

Air France

Deutsche Lufthansa

Military - Royal Australian Air Force

Aeroput

LARES

Pennsylvania Central Airlines

Aeroput

China National Aviation Corporation

Deutsche Lufthansa

Lloyd Aero Boliviano SA

United Air Lines

VASP

Deutsche Lufthansa

Air France

United Air Lines

Ala Littolia

LATI

LATI

Malert Airlines

China National Aviation Corporation

Trans Continental and Western Air

Trans Canada Air Lines

Eastern Air Lines

Deutsche Lufthansa

South African Airways

Great Western and Southern Air Lines

LARES

Manchurian Air Lines

Ala Littoria

Military -Royal Air Force

Military - Royal Air Force

Panair do Brasil

Airlines of Australia

British Overseas Airways

Air France

Pan American World Airways

Deutsche Lufthansa

Northwest Orient Airlines

American Airlines

Aeroflot

Pan American Airways

Aeroflot

BOAC

Trans Continental and Western Air

Military - Royal Australian Air Force

KNILM

Qantas

British Overseas Airways

China National Aviation Corporation

Qantas

British Overseas Airways

KNILM

Military - U.S. Army Air Force

China National Aviation Corporation

Guinea Airways Limited

United Air Lines

Northwest Orient Airlines

LATI

Military - U.S. Army Air Forces

Military - Royal Australian Air Force

Military - Royal Air Force

Air France

Deutsche Lufthansa

KLM Royal Dutch Airlines

Military - Royal Air Force

British Overseas Airways

Air France

Panair do Brasil SA

China National Aviation Corporation

Military - U.S. Army Air Forces

American Export Airlines

Aeroflot

Deutsche Lufthansa

American Airlines / Military - USAF

Avianca

Military - Royal Air Force

Kranoyarskie Vozhjushnye Trassy

Aeroflot

Western Airlines

DDL

Canadian Pacific Air Lines

British Overseas Airways

Military - U.S. Army Air Forces

Military - U.S. Army Air Forces

Pan American World Airways

Pan American Grace Airlines

British Overseas Airways

Private - Boeing Aircraft Company

Pan American World Airways

China National Aviation Corporation

China National Aviation Corporation

Military - Royal Australian Air Force

British Overseas Airways

Qantas

British Overseas Airways

Military - U.S. Army Air Forces

Military - US Navy

Military - U.S. Army Air Forces

British Overseas Airways

British Overseas Airways

?

British Overseas Airways

American Airlines

Military - U.S. Army Air Forces

Military - U.S. Air Force

China National Aviation Corporation

LATI

VASP

AB Aerotransport

Military - U.S. Army Air Forces

Military - U.S. Army Air Forces

Military - U.S. Army Air Forces

American Airlines

Military - Royal Canadian Air Force

AB Aerotransport

Military - U.S. Army Air Forces

British Overseas Airways

Military - Indian Air Force

China National Aviation Corporation

China National Aviation Corporation

Qantas

British Overseas Airways

China National Aviation Corporation

Military - U.S. Air Force

Military - U.S. Army Air Forces / Military - U.S. Army Air Forces

Deutsche Lufthansa

American Airlines

DETA

China National Aviation Corporation

Deutsche Lufthansa

Military - U.S. Army

Pan American World Airways

Deutsche Lufthansa

Deutsche Lufthansa

Military - Royal Air Force

China National Aviation Corporation

China National Aviation Corporation

Military - U.S. Army Air Forces

Military - U.S. Army Air Forces

Military - U.S. Army Air Forces

China National Aviation Corporation

China National Aviation Corporation

Varig

Military - U.S. Army

Military - US Navy

Military - U.S. Army Air Forces

Military - U.S. Army Air Forces

Pan American Airways

Military - U.S. Army Air Forces

Pan American World Airways

Military - U.S. Navy

Military - U.S. Air Force

Military - U.S. Army Air Forces

British Overseas Airways

Panair do Brasil

Deutsche Lufthansa

Military - Royal Netherlands East Indies Air Force

Military - U.S. Army

U. S. Air Force

Panair do Brasil

Deutsche Lufthansa

China National Aviation Corporation

Deutsche Lufthansa

Qantas

Qantas

Deutsche Lufthansa

Deutsche Lufthansa

Military - U.S. Army Air Forces

Trans Continental and Western Air

Military - US Navy

Military - U.S. Army Air Corps

CATC

Military - U.S. Army Air Forces

BOAC

TACA

Deutsche Lufthansa

China National Aviation Corporation

Trans Continental and Western Air

Trans-Canada Air Lines

Aeroflot

Military - U.S. Army Air Forces

China National Aviation Corporation

Pan American World Airways

American Airlines

China National Aviation Corporation

China National Aviation Corporation

Military - Royal Australian Air Force

Australian National Airways

Military - U.S. Army Air Forces

Military -Royal Air Force

Military - U.S. Navy

Navegacao Aerea Brasileira

Military - German Army

Military - United States Army Air Force

American Airlines

Military - U.S. Air Force

China National Aviation Corporation

Pennsylvania Central Airlines

Military - U.S. Navy

Military - U.S. Army Air Forces

Lufthansa

Deutsche Lufthansa

Military - U.S. Air Force

Page Airways

Military - U.S. Army Air Forces

Military - U.S. Army Air Forces

Military -Royal Air Force

Military - U.S. Army Air Forces

Military - U.S. Army Air Forces

China National Aviation Corporation

Mac Robertson Miller Airlines

Military -Royal Air Force

Military - Royal Indian Air Force

Military - U.S. Air Force

Military -Royal Air Force

Military - South African Air Force

Eastern Air Lines / Military - U.S. Army Air Corps

Military - U.S. Army Air Forces

Lineas Aereas Mineras

Pan American World Airways

Mexicana

Eastern Air Lines

Military - Royal Australian Air Force

Military - U.S. Army Air Forces

Military - Royal Australian Air Force

Military - United States Army Air Force

National Airlines

Military -Royal Air Force

Military - Royal Air Force

Military -Royal Air Force

Military - U.S. Army Air Forces

China National Aviation Corporation

Military - Royal Australian Air Force

Military - Royal Air Force

BOAC

Faucett

Military - U.S. Army Air Forces

Military - U.S. Army Air Forces

Military - U.S. Army Air Forces

National Skyway Freight Co.

Military - U.S. Navy / Military - U.S. Navy

Military - U.S. Army Air Forces

Military -Royal Air Force

Military - U.S. Army

Military - U.S. Army Air Forces

Australian National Airways

Military - Royal Australian Air Force

Military -Royal Air Force

Military -Royal Air Force

Military - U.S. Navy

Military - U.S. Army

Military - Royal Air Force

Air France

Polyarnya Aviatsiya

Eastern Air Lines

Pennsylvania Central Airlines

Military - Chinese Air Force

Aeroflot

Military -Royal Air Force

Eastern Air Lines

Mililtary - Royal Canadian Air Force

Military - Royal Air Force

United Air Lines

Military - U.S. Army Air Forces

British Overseas Airways

American Airlines

Ceskoslovenske Aerolinie

Australian National Airways

Military - Chinese Air Force

China National Aviation Corporation

Military - U.S. Army Air Forces

British Overseas Airways /Qantas

Railway Air Services Ltd.

Military - Royal British Navy

?

TACA

Military - Royal Air Force

Military U.S. Navy / Military - U.S. Navy

Viking Air Transport

DNL Norwegian Air Lines

Military - U.S. Army Air Forces

Military - U.S. Army Air Forces

Military -Royal Air Force

Military - Royal Air Force

Air France

Military - U.S. Army Air Forces

Trans Continental and Western Air

Central Air Transport

ANDESA

Military - U.S. Army Air Corps

Military -  (2) U.S. Army Air Forces

Military -Royal Air Force

Communicaciones Aereos de veracruz

British European Airways

Atlantic Central Airlines

BOAC

British Overseas Airways

Trans Luxury Airlines

Misrair

Queen Charlotte Airlines

Air France

Air France

Trans-Luxury Airlines

British South American Airways

Mt. McKinley Airfreight

Military - Royal Canadian Air Force

Sabena

Sabena

Military -Royal Air Force

China National Aviation Corporation

Military - Royal Air Force

Railway Air Service Ltd.

Panair do Brasil

American Overseas Airlines

Military -Royal Air Force

Military - Royal Netherlands Naval Air Service

United Air Lines

Air Ocean

National Air Transport Services

Military - Royal Air Force

Socotra

CTA Languedoc Roussillon

Aeroflot

United Air Lines

Western Airlines

Empressa Commun. Aéreas de Veracruz

KLM Royal Dutch Airlines

Military - U.S. Army Air Forces

Lineas Aéreas Costarricenses  LACSA

Fuerza Aérea Argentina

Aeroflot

Military - U.S. Army Air Forces

Military - U.S. Marine Corps

Far Eastern Air Transport

Winged Cargo Inc.

FAMA (Argentina)

Western Airlines

CNAC

CNAC

CATA

Kansas City Southern Skyways

Trans Continental and Western Air

American Airlines

Panair do Brasil

China National Aviation Corporation

Nationwide Air Transport

British Overseas Airways

Far Eastern Air Transport

Eastern Air Lines

Military - Mexican Air Force

AVIANCA

Spencer Airways / Ceskoslovenske Aerolinie

China National Aviation Corporation

Philippine Air Lines

KLM Royal Dutch Airlines

China National Aviation Corporation

Air France

International Air Freight

Aerovias Cuba International

Slick Airways

AVIANCA

Military - Corrieri Aerei Militari

Military - Chinese Air Force

Military - Royal Air Force

Aeroflot

Military - Royal Air Force

VIARCO

Air France

TACA

Military - Royal Air Force

Linea Aeropostal Venezolana

British South American Airways

Delta Air Lines

Trans Canada Air Lines

TACA

Trans Continental and Western Air

Aeroflot

United Air Lines

Military - U.S. Army Air Forces

Flugefelag

Eastern Air Lines

Air France

Flota Aérea Mercante Argentina

Pennsylvania Central Airlines

Pan American World Airways

Aeroflot

Air France

Burke Air Transport

Aero Cargo

British Overseas Airways

Flota Aérea Mercante Argentina

Military - Chinese Air Force

British South American Airways

Military - U.S. Navy

American Airlines

AB Aerotransport

Transporturile Aeriene Romano-Sovietice

Slick Airways

British Overseas Airways

Norwegian Airlines

American Airlines

American International Airways

Societe Aerienne du Littoral

Stratofreight

United Air Lines

AB Aerotransport

Pan American World Airways

Military - Royal Indian Air Force

Philippine Air Express

American Airlines

Société Auxiliare de Navigation Aérienne

Trans Continental and Western Air

Trafik-Turist-Transportflyg

TARS

China National Aviation Corporation

Columbia Air Cargo

JAT Yugoslav Airlines

Military - U.S. Air Force

Alaska Airlines

Military - U.S. Air Force

Military - U.S. Air Force

Aeroflot

Air Transport

Air India

Servicio Aéreo Panini

Air France

British European Airways

Coastal Air Lines

Transport Comp. Algerienne de T.A.

Dominicana

Eastern Air Lines

China National Aviation Corporation

Airline Transport Carriers

British South American Airways

Eastern Air Lines

KLM Royal Dutch Airlines

Det Danske Luftfartselskab

Società Aerea Teseo

Latecoere Airlines

Commercial Airways

Bruning Aviation

Military - Brazilian Air Force

Société de Transports Aériens

Sabena

Loftleidir Icelandic Airlines

Delta Air Lines

Northwest Orient Airlines

Cruzeiro

Agencia Interamericana de Aviada

Indian National Airlines

British European Airways / Military - Soviet Air Force

Pan American World Airways

New Guinea Air Traders

Aeroflot

Skyways of London

Sabena

Mercury Aviation

Slick Airways

Air Transport Charter

Aeroflot

Alpha Airways

Hargreaves Airways

United Air Lines

Cathy Pacific

Linea Aeropostal Venezolana

Avio Linee Italiane

Scandinavian Airlines (SAS)

Aigle Azur

Aerovias Brasil

Cathay Pacific Airways

Rimouski Airlines

Civil Air Transport

ALFA

Onzeair

Air France

New Zealand National Airways

Avensa

Northwest Orient Airlines

Sabena

Australian National Airways

Aeroflot

Norwegian Airlines

Aeroflot

KLM Royal Dutch Airlines

New Zealand National Airways

Aerflot

Northwest Orient Airlines

Military - U.S. Air Force

Pacific Alaska Air Freight

Australian National Airways

Mannin Airways

Aeroflot

Pakistan Airways

Central Air Transport

Avio Linee Italiane

China National Aviation Corporation

LANSA

China National Aviation Corporation

Ceskoslovenske Aerolinie

Iberia Airlines

Airborne Transport

Pan African Air Charter

Seattle Air Charter

British South American Airways

Coastal Cargo

Viacao Aerea Gaucha S.A.

Pan African Air Charter

Dalmia Jain Airways

British South American Airways

Military - U.S. Air Force

Alaska Airlines

Pan American World Airways

Saint Lawrence Airways

Skyways of London

AVIANCA

Scandinavian Airlines (SAS)

Faucett

British European Airways / Military - British

TAM (Peru)

Cathay Pacific Airways

Queensland Airlines

Skyways

New Zealand National Airways

Aeroflot

Avio Linee Italiane

Bristop Aeroplane Company

Philippine Air Lines

Aeroflot

Tech - Aeronautical Explotiation

Military - Brazilian Air Force

Strato Freight

KLM Royal Dutch Airlines

Mac Roberston-Miller Airlines

Standard Airlines

KLM Royal Dutch Airlines

Indian Air Force

Air Transport Associates

Aeroflot

Eastern Air Lines / Military - USN

Varig

Lineas Aéreas Brasil

Shell Co of Ecuador

Military - Royal Air Force

SAETA

Transocean Air Lines

British European Airways

Military - Royal Canadian Air Force

Sabena

Canadian Pacific Air Lines

Mexicana

Flota Aérea Mercante Argentina

Slick Airways

Air France

Eastern Air Lines / Military - Bolivian Air Force

Harrington's Inc

Royal Indian Air Force

Aero Holland

LANSA

American Airlines

Air France

REAL

Arrow Airlines

Civil Air Transport

Civil Air Transport

Capital Airlines

Pakair

Mexicana

Sabena

Bharat Airways

Military - Soviet Air Force

Ejercito del Aire

Military - Bolivian Air Force

Societe Transatlantique Aerienne

Philippine Air Lines

Military - U.S. Air Force

KLM Royal Dutch Airlines

Ceskoslovenske Aerolinie

Northwest Orient Airlines

Societe Indochinoise de Transport Aeriens

Fairflight Ltd.

Devlet Hava Yollairi

SEMAF

Deccan Airways

British European Airways

Lineas Aéreas Nacionales

Military - U.S. Air Force

AVIANCA

Military - U.S. Air Force

Military - U.S. Air Force

LANSA

Regina Cargo Airlines

Aerovias Brasil

Westair Transport

New Tribes Mission

Air France

Air France

Northwest Orient Airlines

Ansett ANA

Military - U.S. Air Force

Aigle Azur

Indian National Airlines

DTA Angola Airlines

Military - U.S. Air Force

Panair do Brasil

Cie Air Transport

SAVG (S.A. Viacao Gaucha ) SAVG

Aeroflot

Military - U.S. Air Force

American Airlines

Military - Royal Air Force

Trans World Airlines

Robinson Airlines

Iran Air

Military - U.S. Navy

JAT Yugoslav Airlines

Svenska Aero

Military - U.S. Air Force

Northwest Orient Airlines

Air Atlas

British European Airways

British European Airways

Air India

Northwest Orient Airlines

Curtiss-Reid Flying Services Ltd. (Canada)

Garuda Indonesia Airlines

New Tribes Mission

Faucett

Indamer

Iran Air

Air Atlas

T.A. Intercontinentaux

Air India

VASP

VASP

Avensa

Military - U.S. Air Force

Canadian Pacific Air Lines

Aerolineas Argentinas

United Airways

Air Carriers

National Airlines

Northwest Orient Airlines

Alitalia

Military - TAM

Military -Royal Air Force

Icelandair

Military - Portuguese Air Force

Air France

Lineas Aéreas Nacionales

Mid Continent Airlines

Pacific Overseas Airways

LANSA

Cruzeiro

Military - U.S. Air Force

Aeroflot

Aerolineas Argentinas

Air Transport Charter

AVIANCA

Southwest Airways

Military - U.S. Air Force

Siamese Airways

Cubana de Aviacion / Military -  US Navy

United Air Lines

Military - U.S. Air Force

Hunting Air Travel

VASP

Military - U.S. Air Force

Lineas Aéreas Trans. Brasileira

Sociedad Aeronautica Medellin

Pan American World Airways

JAT Yugoslav Airlines

United Air Lines

Military - Royal Air Force

Indamer

Loide Aereo Nacional

Qantas

Air Outre-Mer

Canadian Pacific Air Lines

Sabena

Loide Aéreo Nacional

Trans Australia Airlines

Air France

REAL

United Air Lines

VASP

Societe Alpes Provence

United Air Lines

Air India

Military - US Air Force

Frigorifico Cooperativo Los Andes

Aero Transportes

Military - U.S. Air Force

South African Airways

Queen Charlotte Airlines

JAT Yugoslav Airlines

Military - Guatemalan Air Force

Transocean Air Lines

Military - U. S. Air Force

LOT Polish Airlines

Aeroflot

Devlet Hava Yollari

Deccan Airways

El Al

Lineas Aereas Unidas

United Air Lines

Qantas

Miami Airlines

Misrair

Aeroflot

Continental Charters

Transocean Air Lines

Military - U.S. Air Force

Kalinga Airlines

Air France

Aer Lingus

Northwest Orient Airlines

American Airlines

Sabena

Military - U.S. Air Force

